short id,full name,state,party,full name,party,state,distinct,canonical URL,url1,url2
leach,"Leach, Jim", Iowa,,Jim Leach,R,IA,2,http://house.gov/leach/,gov.house.www/leach,
lee,"Lee, Barbara", California,,Barbara Lee,D,CA,9,http://house.gov/lee/,gov.house.www/lee,
jerrylewis,"Lewis, Jerry", California,,Jerry Lewis,R,CA,41,http://house.gov/jerrylewis/,gov.house.www/jerrylewis,
johnlewis,"Lewis, John", Georgia,,John Lewis,D,GA,5,http://house.gov/johnlewis/,,
ronlewis,"Lewis, Ron", Kentucky,,Ron Lewis,R,KY,2,http://house.gov/ronlewis/,gov.house.www/ronlewis,
linder,"Linder, John", Georgia,,John Linder,R,GA,7,http://house.gov/linder/,gov.house.linder,gov.house.www/linder
lipinski,"Lipinski, Bill", Illinois,,Bill Lipinski,D,IL,3,http://house.gov/lipinski/,gov.house.www/lipinski,
lobiondo,"LoBiondo, Frank A.", New Jersey,,Frank LoBiondo,R,NJ,2,http://www.house.gov/lobiondo/,gov.house.www/lobiondo,
zoelofgren,"Lofgren, Zoe", California,,Zoe Lofgren,D,CA,16,http://zoelofgren.house.gov/,gov.house.zoelofgren,
lowey,"Lowey, Nita M.", New York,,Nita Lowey,D,NY,18,http://house.gov/lowey/,gov.house.www/lowey,
lucas,"Lucas, Frank", Oklahoma,,Frank Lucas,R,OK,3,http://house.gov/lucas/,gov.house.www/lucas,
kenlucas,"Lucas, Ken", Kentucky,,Ken Lucas,R,KY,4,http://house.gov/kenlucas/,,
lynch,"Lynch, Stephen F.", Massachusetts,,Stephen Lynch,D,MA,9,http://house.gov/lynch/,gov.house.www/lynch,
majette,"Majette, Denise L.", Georgia,,Denise Majette,D,GA,4,http://www.house.gov/majette/,gov.house.www/majette,
maloney,"Maloney, Carolyn B.", New York,,Carolyn Maloney,D,NY,14,http://house.gov/maloney/,,
manzullo,"Manzullo, Don", Illinois,,Donald Manzullo,R,IL,16,http://house.gov/manzullo/,gov.house.manzullo,gov.house.manzullo/NR
markey,"Markey, Edward J.", Massachusetts,,Ed Markey,D,MA,7,http://house.gov/markey/,gov.house.www/markey,
jimmarshall,"Marshall, Jim", Louisiana,,Jim Marshall,D,GA,3,http://jimmarshall.house.gov/,gov.house.jimmarshall,
matheson,"Matheson, Jim", Washington,,Jim Matheson,D,UT,2,http://matheson.house.gov/,gov.house.www/matheson,gov.house.matheson
matsui,"Matsui, Robert T.", California,,Bob Matsui,D,CA,5,http://house.gov/matsui/,gov.house.www/matsui,
carolynmccarthy,"McCarthy, Carolyn", New York,,Carolyn McCarthy,D,NY,4,http://house.gov/carolynmccarthy/,gov.house.www/carolynmccarthy,
karenmccarthy,"McCarthy, Karen", Missouri,,Karen McCarthy,D,MO,5,http://house.gov/karenmccarthy/,gov.house.www/karenmccarthy,
mccotter,"McCotter, Thaddeus G.", Michigan,,Thaddeus McCotter,R,MI,11,http://www.house.gov/mccotter/,,
mccrery,"McCrery, Jim", Georgia,,Jim McCrery,R,LA,4,http://house.gov/mccrery/,gov.house.www/mccrery,
mcdermott,"McDermott, Jim", Utah,,Jim McDermott,D,WA,7,http://house.gov/mcdermott/,gov.house.www/mcdermott,
mcgovern,"McGovern, James P.", Massachusetts,,Jim McGovern,D,MA,3,http://house.gov/mcgovern/,gov.house.www/mcgovern,
mchugh,"McHugh, John M.", New York,,John McHugh,R,NY,23,http://house.gov/mchugh/,gov.house.www/mchugh,gov.house.mchugh
mcinnis,"McInnis, Scott", Colorado,,Scott McInnis,R,CO,3,http://house.gov/mcinnis/,gov.house.www/mcinnis,
mcintyre,"McIntyre, Mike", North Carolina,,Mike McIntyre,D,NC,7,http://house.gov/mcintyre/,gov.house.www/mcintyre,
mckeon,"McKeon, Buck", California,,Buck McKeon,R,CA,25,http://house.gov/mckeon/,gov.house.www/mckeon,
mcnulty,"McNulty, Michael", New York,,Mike McNulty,D,NY,21,http://house.gov/mcnulty/,gov.house.www/mcnulty,
meehan,"Meehan, Marty", Massachusetts,,Marty Meehan,D,MA,5,http://house.gov/meehan/,gov.house.www/meehan,
kenmeek,"Meek, Kendrick B.", Florida,,Kendrick Meek,D,FL,17,http://www.house.gov/kenmeek/,gov.house.www/kenmeek,
meeks,"Meeks, Gregory W.", New York,,Gregory Meeks,D,NY,6,http://house.gov/meeks/,gov.house.www/meeks,
menendez,"Menendez, Robert", New Jersey,,Bob Menendez,D,NJ,13,http://menendez.house.gov/,gov.house.menendez,
mica,"Mica, John L.", Florida,,John Mica,R,FL,7,http://house.gov/mica/,gov.house.www/mica,
michaud,"Michaud, Michael H.", Maine,,Mike Michaud,D,ME,2,http://michaud.house.gov/,,
millender-mcdonald,"Millender-McDonald, Juanita", California,,Juanita Millender-McDonald,D,CA,37,http://house.gov/millender-mcdonald/,gov.house.www/millender-mcdonald,
bradmiller,"Miller, Brad", North Carolina,,Brad Miller,D,NC,13,http://www.house.gov/bradmiller/,,
candicemiller,"Miller, Candice S.", Michigan,,Candice Miller,R,MI,10,http://www.house.gov/candicemiller/,,
garymiller,"Miller, Gary", California,,Gary Miller,R,CA,42,http://house.gov/garymiller/,,
georgemiller,"Miller, George", California,,George Miller,D,CA,7,http://house.gov/georgemiller/,,
jeffmiller,"Miller, Jeff", Florida,,Jeff Miller,R,FL,1,http://house.gov/jeffmiller/,,
mollohan,"Mollohan, Alan B.", West Virginia,,Alan Mollohan,D,WV,1,http://house.gov/mollohan/,gov.house.www/mollohan,
moore,"Moore, Dennis", Kansas,,Dennis Moore,D,KS,3,http://house.gov/moore/,gov.house.www/moore,
moranks01,"Moran, Jerry", Kansas,,Jerry Moran,R,KS,1,http://house.gov/moranks01/,,
moran,"Moran, Jim", Virginia,,Jim Moran,D,VA,8,http://house.gov/moran/,gov.house.moran,
murphy,"Murphy, Tim", Pennsylvania,,Tim Murphy,R,PA,18,http://murphy.house.gov/,gov.house.murphy,
murtha,"Murtha, John", Pennsylvania,,John Murtha,D,PA,12,http://house.gov/murtha/,gov.house.www/murtha,
musgrave,"Musgrave, Marilyn N.", Colorado,,Marilyn Musgrave,R,CO,4,http://wwwc.house.gov/musgrave/,gov.house.wwwc/musgrave,gov.house.www/musgrave
myrick,"Myrick, Sue", North Carolina,,Sue Myrick,R,NC,9,http://house.gov/myrick/,gov.house.www/myrick,
nadler,"Nadler, Jerrold", New York,,Jerrold Nadler,D,NY,8,http://house.gov/nadler/,gov.house.www/nadler,
napolitano,"Napolitano, Grace", California,,Grace Napolitano,D,CA,38,http://napolitano.house.gov/,gov.house.napolitano,gov.house.www/napolitano
neal,"Neal, Richard E.", Massachusetts,,Richard Neal,D,MA,2,http://house.gov/neal/,gov.house.www/neal,
nethercutt,"Nethercut, George R.", Washington,,George Nethercutt,R,WA,5,http://house.gov/nethercutt/,gov.house.www/nethercutt,
neugebauer,"Neugebauer, Randy", Texas,,Randy Neugebauer,R,TX,19,http://www.house.gov/neugebauer/,gov.house.www/neugebauer,
ney,"Ney, Bob", Ohio,,Bob Ney,R,OH,18,http://house.gov/ney/,gov.house.www/ney,
northup,"Northup, Anne M.", Kentucky,,Anne Northup,R,KY,3,http://northup.house.gov/,gov.house.northup,
norton,"Norton, Eleanor Holmes"," District of Columbia
",,,,,,http://www.norton.house.gov/,gov.house.www/norton,gov.house.norton
norwood,"Norwood, Charles W.", Georgia,,Charlie Norwood,R,GA,9,http://house.gov/norwood/,gov.house.www/norwood,
nunes,"Nunes, Devin", California,,Devin Nunes,R,CA,21,http://www.nunes.house.gov/,gov.house.www/nunes,gov.house.nunes
nussle,"Nussle, Jim", Iowa,,Jim Nussle,R,IA,1,http://nussle.house.gov/,gov.house.nussle,gov.house.www/nussle
oberstar,"Oberstar, James L.", Minnesota,,James Oberstar,D,MN,8,http://house.gov/oberstar/,gov.house.wwwc/oberstar,gov.house.www/oberstar
obey,"Obey, David R.", Wisconsin,,Dave Obey,D,WI,7,http://house.gov/obey/,gov.house.www/obey,
olver,"Olver, John", Massachusetts,,John Olver,D,MA,1,http://house.gov/olver/,gov.house.www/olver,
ortiz,"Ortiz, Solomon P.", Texas,,Solomon Ortiz,D,TX,27,http://house.gov/ortiz/,gov.house.www/ortiz,
osborne,"Osborne, Tom", Nebraska,,Tom Osborne,R,NE,3,http://house.gov/osborne/,gov.house.www/osborne,
ose,"Ose, Doug", California,,Doug Ose,R,CA,3,http://house.gov/ose/,gov.house.www/ose,
otter,"Otter, C.L. ""Butch""", Idaho,,Butch Otter,R,ID,1,http://house.gov/otter/,gov.house.www/otter,
owens,"Owens, Major R.", New York,,Major Owens,D,NY,11,http://house.gov/owens/,gov.house.www/owens,
oxley,"Oxley, Michael G.", Ohio,,Mike Oxley,R,OH,4,http://house.gov/oxley/,gov.house.www/oxley,
pallone,"Pallone, Frank, Jr.", New Jersey,,Frank Pallone,D,NJ,6,http://house.gov/pallone/,gov.house.www/pallone,
pascrell,"Pascrell, Bill", New Jersey,,Bill Pascrell,D,NJ,8,http://pascrell.house.gov/,gov.house.pascrell,
pastor,"Pastor, Ed", Arizona,,Ed Pastor,D,AZ,4,http://house.gov/pastor/,gov.house.www/pastor,
paul,"Paul, Ron", Texas,,Ron Paul,R,TX,14,http://house.gov/paul/,gov.house.www/paul,
payne,"Payne, Donald M.", New Jersey,,Donald Payne,D,NJ,10,http://house.gov/payne/,gov.house.www/payne,
pearce,"Pearce, Steve", New Mexico,,Steve Pearce,R,NM,2,http://www.house.gov/pearce/,gov.house.www/pearce,
pelosi,"Pelosi, Nancy", California,,Nancy Pelosi,D,CA,8,http://house.gov/pelosi/,gov.house.www/pelosi,
mikepence,"Pence, Mike", Indiana,,Mike Pence,R,IN,6,http://mikepence.house.gov/,gov.house.mikepence,
collinpeterson,"Peterson, Collin C.", Minnesota,,Collin Peterson,D,MN,7,http://collinpeterson.house.gov/,gov.house.collinpeterson,
johnpeterson,"Peterson, John E.", Pennsylvania,,John Peterson,R,PA,5,http://house.gov/johnpeterson/,,
petri,"Petri, Tom", Wisconsin,,Tom Petri,R,WI,6,http://house.gov/petri/,gov.house.www/petri,
pickering,"Pickering, Charles W. ""Chip""", Mississippi,,Chip Pickering,R,MS,3,http://house.gov/pickering/,gov.house.www/pickering,
pitts,"Pitts, Joe", Pennsylvania,,Joe Pitts,R,PA,16,http://house.gov/pitts/,gov.house.www/pitts,
platts,"Platts, Todd", Pennsylvania,,Todd Platts,R,PA,19,http://house.gov/platts/,gov.house.www/platts,
pombo,"Pombo, Richard", California,,Richard Pombo,R,CA,11,http://house.gov/pombo/pombo.htm,gov.house.www/pombo,gov.house.pombo
pomeroy,"Pomeroy, Earl", North Dakota,,Earl Pomeroy,D,"ND
",,http://house.gov/pomeroy/,gov.house.www/pomeroy,
portman,"Portman, Rob", Nevada,,Rob Portman,R,OH,2,http://house.gov/portman/,gov.house.www/portman,
price,"Price, David", North Carolina,,David Price,D,NC,4,http://house.gov/price/,gov.house.www/price,
pryce,"Pryce, Deborah", Ohio,,Deborah Pryce,R,OH,15,http://house.gov/pryce/,gov.house.www/pryce,
putnam,"Putnam, Adam H.", Florida,,Adam Putnam,R,FL,12,http://house.gov/putnam/,gov.house.www/putnam,
quinn,"Quinn, Jack", New York,,Jack Quinn,R,NY,27,http://house.gov/quinn/,gov.house.www/quinn,gov.house.quinn
radanovich,"Radanovich, George", California,,George Radanovich,R,CA,19,http://radanovich.house.gov/,gov.house.radanovich,gov.house.www/radanovich
rahall,"Rahall, Nick", West Virginia,,Nick Rahall,D,WV,3,http://house.gov/rahall/,gov.house.www/rahall,
ramstad,"Ramstad, Jim", Minnesota,,Jim Ramstad,R,MN,3,http://house.gov/ramstad/,gov.house.www/ramstad,
rangel,"Rangel, Charles B.", New York,,Charles B. Rangel,D,NY,15,http://house.gov/rangel/,gov.house.rangel,gov.house.www/rangel
reed,"Reed, Jack",,,,,,,,,
wwwa,"Regula, Ralph", Ohio,,Ralph Regula,R,OH,16,http://wwwa.house.gov/regula/,gov.house.wwwa/regula,
rehberg,"Rehberg, Denny", Montana,,Denny Rehberg,R,"MT
",,http://house.gov/rehberg/,gov.house.www/rehberg,
renzi,"Renzi, Rick", Arizona,,Rick Renzi,R,AZ,1,http://www.house.gov/renzi/,,
reyes,"Reyes, Silvestre", Texas,,Silvestre Reyes,D,TX,16,http://house.gov/reyes/,gov.house.wwwc/reyes,gov.house.www/reyes
reynolds,"Reynolds, Tom", New York,,Tom Reynolds,R,NY,26,http://house.gov/reynolds/,gov.house.www/reynolds,
rodriguez,"Rodriguez, Ciro D.", Texas,,Ciro Rodriguez,D,TX,28,http://house.gov/rodriguez/,gov.house.rodriguez,
rogers,"Rogers, Hal", Kentucky,,Hal Rogers,R,KY,5,http://house.gov/rogers/,gov.house.www/rogers,
mikerogers,"Rogers, Mike", Alabama,,Mike D. Rogers,R,AL,3,http://house.gov/mikerogers/,,
mike-rogers,"Rogers, Mike", Michigan,,Mike Rogers,R,MI,8,http://www.house.gov/mike-rogers/,,
rohrabacher,"Rohrabacher, Dana", California,,Dana Rohrabacher,R,CA,46,http://house.gov/rohrabacher/,gov.house.www/rohrabacher,
ros-lehtinen,"Ros-Lehtinen, Ileana", Florida,,Ileana Ros-Lehtinen,R,FL,18,http://house.gov/ros-lehtinen/,gov.house.www/ros-lehtinen,
ross,"Ross, Mike", Arkansas,,Mike Ross,D,AR,4,http://house.gov/ross/,gov.house.www/ross,
rothman,"Rothman, Steve", New Jersey,,Steven Rothman,D,NJ,9,http://house.gov/rothman/,gov.house.www/rothman,gov.house.rothman
roybal-allard,"Roybal-Allard, Lucille", California,,Lucille Roybal-Allard,D,CA,34,http://house.gov/roybal-allard/,,
royce,"Royce, Ed", California,,Ed Royce,R,CA,40,http://house.gov/royce/,gov.house.royce,
ruppersberger,"Ruppersberger, C.A. Dutch", Maryland,,Dutch Ruppersberger,D,MD,2,http://www.house.gov/ruppersberger/,gov.house.www/ruppersberger,
rush,"Rush, Bobby L.", Illinois,,Bobby Rush,D,IL,1,http://house.gov/rush/,gov.house.www/rush,
ryan,"Ryan, Paul", Wisconsin,,Paul Ryan,R,WI,1,http://house.gov/ryan/,gov.house.www/ryan,
timryan,"Ryan, Tim", Ohio,,Tim Ryan,D,OH,17,http://timryan.house.gov/,,
ryun,"Ryun, Jim", Kansas,,Jim Ryun,R,KS,2,http://www.ryun.house.gov/,gov.house.ryun,
sabo,"Sabo, Martin Olav", Minnesota,,Martin Olav Sabo,D,MN,5,http://house.gov/sabo/,gov.house.www/sabo,
sanchez,"Sanchez, Loretta", California,,Loretta Sanchez,D,CA,47,http://house.gov/sanchez/,gov.house.www/sanchez,
bernie,"Sanders, Bernie", Vermont,,Bernie Sanders,I,"VT
",,http://bernie.house.gov/,gov.house.bernie,gov.house.www/bernie
sandlin,"Sandlin, Max", Texas,,Max Sandlin,D,TX,1,http://house.gov/sandlin/,gov.house.www/sandlin,
saxton,"Saxton, Jim", New Jersey,,Jim Saxton,R,NJ,3,http://house.gov/saxton/,gov.house.www/saxton,
schakowsky,"Schakowsky, Jan", Illinois,,Jan Schakowsky,D,IL,9,http://house.gov/schakowsky/,,
schiff,"Schiff, Adam", California,,Adam Schiff,D,CA,29,http://house.gov/schiff/,gov.house.www/schiff,
schrock,"Schrock, Ed", Virginia,,Ed Schrock,R,VA,2,http://schrock.house.gov/,gov.house.schrock,
davidscott,"Scott, David", Georgia,,David Scott,D,GA,13,http://www.house.gov/davidscott/,,
scott,"Scott, Robert C. ""Bobby""", Virginia,,Bobby Scott,D,VA,3,http://house.gov/scott/,gov.house.www/scott,
sensenbrenner,"Sensenbrenner, F. James", Wisconsin,,James Sensenbrenner,R,WI,5,http://house.gov/sensenbrenner/,gov.house.www/sensenbrenner,
serrano,"Serrano, José E.", New York,,José Serrano,D,NY,16,http://house.gov/serrano/,gov.house.www/serrano,
sessionspete,"Sessions, Pete", Texas,,Pete Sessions,R,TX,32,http://house.gov/sessions/,gov.house.www/sessions,
johnshadegg,"Shadegg, John", Arizona,,John Shadegg,R,AZ,3,http://johnshadegg.house.gov/,,
shaw,"Shaw, E. Clay", Florida,,E. Clay Shaw, Jr.,R,,http://house.gov/shaw/,gov.house.www/shaw,
shays,"Shays, Christopher", Connecticut,,Christopher Shays,R,CT,4,http://house.gov/shays/,gov.house.www/shays,
sherman,"Sherman, Brad", California,,Brad Sherman,D,CA,27,http://house.gov/sherman/,gov.house.www/sherman,
sherwood,"Sherwood, Don", Pennsylvania,,Don Sherwood,R,PA,10,http://house.gov/sherwood/,gov.house.www/sherwood,
shimkus,"Shimkus, John", Illinois,,John Shimkus,R,IL,19,http://house.gov/shimkus/,gov.house.www/shimkus,
shuster,"Shuster, Bill", Pennsylvania,,Bill Shuster,R,PA,9,http://house.gov/shuster/,gov.house.www/shuster,
lindasanchez,"SՍnchez, Linda T.", California,,Linda Sánchez,D,CA,39,http://www.house.gov/lindasanchez/,,
simmons,"Simmons, Rob", Connecticut,,Rob Simmons,R,CT,2,http://house.gov/simmons/,gov.house.www/simmons,
simpson,"Simpson, Mike", Idaho,,Mike Simpson,R,ID,2,http://house.gov/simpson/,gov.house.www/simpson,
skelton,"Skelton, Ike", Missouri,,Ike Skelton,D,MO,4,http://house.gov/skelton/,gov.house.www/skelton,
slaughter,"Slaughter, Louise M.", New York,,Louise Slaughter,D,NY,28,http://house.gov/slaughter/,gov.house.slaughter,
adamsmith,"Smith, Adam", Washington,,Adam Smith,D,WA,9,http://house.gov/adamsmith/,gov.house.www/adamsmith,
chrissmith,"Smith, Chris", New Jersey,,Christopher Smith,R,NJ,4,http://house.gov/chrissmith/,gov.house.www/chrissmith,
lamarsmith,"Smith, Lamar", Texas,,Lamar Smith,R,TX,21,http://lamarsmith.house.gov/,gov.house.lamarsmith,
nicksmith,"Smith, Nick", Michigan,,Nick Smith,R,MI,7,http://house.gov/nicksmith/,gov.house.www/nicksmith,
snyder,"Snyder, Vic", Arkansas,,Vic Snyder,D,AR,2,http://house.gov/snyder/,gov.house.www/snyder,
solis,"Solis, Hilda L.", California,,Hilda Solis,D,CA,32,http://house.gov/solis/,gov.house.solis,gov.house.www/solis
souder,"Souder, Mark", Indiana,,Mark Souder,R,IN,3,http://house.gov/souder/,gov.house.www/souder,
spratt,"Spratt, John", South Carolina,,John Spratt,D,SC,5,http://house.gov/spratt/,gov.house.www/spratt,
stark,"Stark, Fortney Pete", California,,Pete Stark,D,CA,13,http://house.gov/stark/,gov.house.www/stark,
stearns,"Stearns, Cliff", Florida,,Cliff Stearns,R,FL,6,http://house.gov/stearns/,gov.house.www/stearns,
stenholm,"Stenholm, Charlie", Texas,,Charles Stenholm,D,TX,17,http://house.gov/stenholm/,gov.house.www/stenholm,
strickland,"Strickland, Ted", Ohio,,Ted Strickland,D,OH,6,http://house.gov/strickland/,gov.house.www/strickland,
stupak,"Stupak, Bart", Michigan,,Bart Stupak,D,MI,1,http://house.gov/stupak/,gov.house.www/stupak,
sullivan,"Sullivan, John", Oklahoma,,John Sullivan,R,OK,1,http://sullivan.house.gov/,gov.house.sullivan,
sweeney,"Sweeney, John E.", New York,,John E. Sweeney,R,NY,20,http://house.gov/sweeney/,,
tancredo,"Tancredo, Tom", Colorado,,Tom Tancredo,R,CO,6,http://house.gov/tancredo/,gov.house.www/tancredo,
tanner,"Tanner, John", Tennessee,,John Tanner,D,TN,8,http://house.gov/tanner/index.htm,gov.house.www/tanner,
tauscher,"Tauscher, Ellen", California,,Ellen Tauscher,D,CA,10,http://house.gov/tauscher/,gov.house.www/tauscher,
tauzin,"Tauzin, Billy", Louisiana,,Billy Tauzin,R,LA,3,http://house.gov/tauzin/,gov.house.www/tauzin,
charlestaylor,"Taylor, Charles H.", North Carolina,,Charles H. Taylor,R,NC,11,http://house.gov/charlestaylor/,,
genetaylor,"Taylor, Gene", Mississippi,,Gene Taylor,D,MS,4,http://house.gov/genetaylor/,gov.house.www/genetaylor,
leeterry,"Terry, Lee", Nebraska,,Lee Terry,R,NE,2,http://leeterry.house.gov/,,
billthomas,"Thomas, Bill", California,,Bill Thomas,R,CA,22,http://house.gov/billthomas/,,
thompson,"Thompson, Bennie G.", Mississippi,,Bennie Thompson,D,MS,2,http://house.gov/thompson/,gov.house.www/thompson,
mthompson,"Thompson, Mike", California,,Mike Thompson,D,CA,1,http://house.gov/mthompson/,,
thornberry,"Thornberry, Mac", Texas,,Mac Thornberry,R,TX,13,http://house.gov/thornberry/,,
tiahrt,"Tiahrt, Todd", Kansas,,Todd Tiahrt,R,KS,4,http://house.gov/tiahrt/,gov.house.www/tiahrt,
tiberi,"Tiberi, Patrick J.", Ohio,,Patrick Tiberi,R,OH,12,http://house.gov/tiberi/,gov.house.www/tiberi,
tierney,"Tierney, John F.", Massachusetts,,John Tierney,D,MA,6,http://house.gov/tierney/,,
toomey,"Toomey, Pat", Pennsylvania,,Pat Toomey,R,PA,15,http://house.gov/toomey/,gov.house.www/toomey,
towns,"Towns, Edolphus", New York,,Ed Towns,D,NY,10,http://house.gov/towns/,gov.house.www/towns,
turner,"Turner, Jim", Texas,,Jim Turner,D,TX,2,http://house.gov/turner/,gov.house.www/turner,
miketurner,"Turner, Michael R.", Ohio,,Michael Turner,R,OH,3,http://www.house.gov/miketurner/,,
markudall,"Udall, Mark", Colorado,,Mark Udall,D,CO,2,http://house.gov/markudall/,gov.house.wwwc/markudall,gov.house.www/markudall
tomudall,"Udall, Tom", New Mexico,,Tom Udall,D,NM,3,http://house.gov/tomudall/,gov.house.tomudall,
upton,"Upton, Fred", Michigan,,Fred Upton,R,MI,6,http://house.gov/upton/,gov.house.www/upton,
vanhollen,"Van Hollen, Chris", Maryland,,Chris Van Hollen,D,MD,8,http://www.house.gov/vanhollen/,gov.house.www/vanhollen,
velazquez,"VelՍzquez, Nydia", New York,,Nydia Velázquez,D,NY,12,http://house.gov/velazquez/,gov.house.www/velazquez,
visclosky,"Visclosky, Pete", Indiana,,Peter Visclosky,D,IN,1,http://house.gov/visclosky/,gov.house.www/visclosky,
vitter,"Vitter, David", Louisiana,,David Vitter,R,LA,1,http://vitter.house.gov/,gov.house.vitter,gov.house.www/vitter
walden,"Walden, Greg", Oregon,,Greg Walden,R,OR,2,http://house.gov/walden/,gov.house.www/walden,gov.house.walden
walsh,"Walsh, James T.", New York,,James Walsh,R,NY,25,http://house.gov/walsh/,gov.house.www/walsh,
wamp,"Wamp, Zach", Tennessee,,Zach Wamp,R,TN,3,http://house.gov/wamp/,gov.house.www/wamp,
waters,"Waters, Maxine", California,,Maxine Waters,D,CA,35,http://house.gov/waters/,gov.house.www/waters,
watson,"Watson, Diane", California,,Diane Watson,D,CA,33,http://house.gov/watson/,gov.house.www/watson,
watt,"Watt, Melvin L.", North Carolina,,Melvin Watt,D,NC,12,http://house.gov/watt/,gov.house.www/watt,gov.house.www/watts
waxman,"Waxman, Henry", California,,Henry Waxman,D,CA,30,http://house.gov/waxman/,gov.house.henrywaxman,gov.house.waxman
weiner,"Weiner, Anthony D.", New York,,Anthony Weiner,D,NY,9,http://house.gov/weiner/,gov.house.www/weiner,
curtweldon,"Weldon, Curt", Pennsylvania,,Curt Weldon,R,PA,7,http://house.gov/curtweldon/,,
weldon,"Weldon, Dave", Florida,,Dave Weldon,R,FL,15,http://house.gov/weldon/,gov.house.www/weldon,
weller,"Weller, Jerry", Illinois,,Jerry Weller,R,IL,11,http://house.gov/weller/,gov.house.www/weller,
wexler,"Wexler, Robert", Florida,,Robert Wexler,D,FL,19,http://house.gov/wexler/,gov.house.www/wexler,
whitfield,"Whitfield, Ed", Kentucky,,Ed Whitfield,R,KY,1,http://house.gov/whitfield/,gov.house.www/whitfield,
wicker,"Wicker, Roger", Mississippi,,Roger Wicker,R,MS,1,http://house.gov/wicker/,gov.house.www/wicker,
wilson,"Wilson, Heather", New Mexico,,Heather Wilson,R,NM,1,http://wilson.house.gov/,gov.house.wilson,
joewilson,"Wilson, Joe", South Carolina,,Joe Wilson,R,SC,2,http://house.gov/joewilson/,,
wolf,"Wolf, Frank", Virginia,,Frank Wolf,R,VA,10,http://house.gov/wolf/,gov.house.www/wolf,
woolsey,"Woolsey, Lynn", California,,Lynn Woolsey,D,CA,6,http://woolsey.house.gov/,gov.house.woolsey,
wu,"Wu, David", Oregon,,David Wu,D,OR,1,http://house.gov/wu/,gov.house.www/wu,
wynn,"Wynn, Albert", Maryland,,Albert Wynn,D,MD,4,http://house.gov/wynn/,gov.house.www/wynn,gov.house.wynn
young,"Young, C.W. Bill", Florida,,Bill Young,R,FL,10,http://house.gov/young/,gov.house.www/young,
donyoung,"Young, Don", Alaska,,Don Young,R,"AK
",,http://house.gov/donyoung/,,
